Tipo de Coeficiente,Coeficiente,p_value,inter_conf_inf,inter_conf_sup,AIC,BIC,store_id,Modelo,store_type,store_size,city_code
Feriados,-1893.2107619220337,0.33519691299230325,-5743.6094312809855,1957.1879074369185,2708.0034957029984,2771.7559713019186,S0097," ARIMA(1,0,1)(1,0,0)[52]          ",ST04,45.0,ISTANBUL
ar.L1,-0.6882348738004872,2.425775318194345e-10,-0.9012786872758699,-0.4751910603251045,2708.0034957029984,2771.7559713019186,S0097," ARIMA(1,0,1)(1,0,0)[52]          ",ST04,45.0,ISTANBUL
ma.L1,0.9032663161772759,1.838518992730041e-33,0.7564013967443464,1.0501312356102055,2708.0034957029984,2771.7559713019186,S0097," ARIMA(1,0,1)(1,0,0)[52]          ",ST04,45.0,ISTANBUL
ar.S.L52,0.46590167871588595,6.934823739173457e-12,0.33276979253705713,0.5990335648947147,2708.0034957029984,2771.7559713019186,S0097," ARIMA(1,0,1)(1,0,0)[52]          ",ST04,45.0,ISTANBUL
sigma2,24259095.42610073,0.0,24259085.602584276,24259105.249617185,2708.0034957029984,2771.7559713019186,S0097," ARIMA(1,0,1)(1,0,0)[52]          ",ST04,45.0,ISTANBUL
stock_inicial,0.3934305444107311,5.838390650131027e-05,0.20157637732802883,0.5852847114934334,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Probin1_very_low,-1.7971730410323021,0.2587410213371638,-4.9160701274074246,1.32172404534282,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Probin1_low,4.476330253784578,0.2582639224910087,-3.284320074160183,12.23698058172934,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Probin1_moderate,-4.749952299032078,0.26068795483426654,-13.026989956312695,3.5270853582485397,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Probin1_high,-0.8472368718198601,0.8832240395525716,-12.152486739841965,10.458012996202246,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Probin1_very_high,-3.8621689366244008,0.3832176615445235,-12.543200761417815,4.818862888169012,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Probin2_very_low,3.597469569765628e-14,0.9999999999482105,-0.001086284698963436,0.0010862846990353854,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Probin2_high,8.534939459602057e-14,0.9999999998771303,-0.001086284951139754,0.001086284951310453,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Probin2_very_high,1.4512377623865365e-14,0.9999999999791079,-0.001086286275321922,0.001086286275350947,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
promo_discount_16,-1.2633620615157855e-14,0.9999999999818125,-0.0010862862891742487,0.0010862862891489816,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
promo_discount_20,0.0,1.0,-0.0010862862883921052,0.0010862862883921052,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
promo_discount_35,0.0,1.0,-0.0010862862702662407,0.0010862862702662407,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
promo_discount_40,0.0,1.0,-0.0010862862725853693,0.0010862862725853693,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
promo_discount_50,0.0,1.0,-0.0010862862654003101,0.0010862862654003101,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Primavera,98.40450892268746,0.07001847505824121,-8.047768845988742,204.85678669136365,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Verao,388.1994764092511,2.3001846301658157e-07,241.12512150030938,535.2738313181928,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Outono,-28.025258004167252,0.7212689656639149,-181.98864665988143,125.93813065154691,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
Feriados,9.78793283469097,0.7720330476106958,-56.42848394342024,76.00434961280217,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
ar.L1,0.4067678680910319,0.0005399265995478189,0.17635694614048972,0.6371787900415741,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
ar.L2,0.0783293594709191,0.5894434109195803,-0.20616017769158737,0.3628188966334256,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
ar.L3,0.19715611470867794,0.06772218961689538,-0.014365735859869916,0.4086779652772258,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
sigma2,17092.07175561219,2.339053613104698e-24,13802.592509293774,20381.551001930606,1730.3339722645496,1794.0864478634696,S0099," ARIMA(3,0,0)(0,0,0)[52]          ",ST03,14.0,ISTANBUL
stock_inicial,0.6379787871612512,3.899819160268723e-09,0.425626008141478,0.8503315661810245,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Probin1_very_low,-3.750594739126352,0.23885560400493033,-9.991642388291556,2.4904529100388513,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Probin1_low,3.229018208979198,0.5504391873280607,-7.370105359353159,13.828141777311556,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Probin1_moderate,-0.9734166044937289,0.7960859558158264,-8.356327535972591,6.409494326985133,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Probin1_high,11.602380160369387,0.009095787006610274,2.884406946844326,20.32035337389445,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Probin1_very_high,5.159088100083366,0.14164459402932192,-1.721000875364978,12.039177075531711,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Probin2_very_low,9.729459278491321e-14,0.9999950380296345,-3.066347093426154e-08,3.066366552344711e-08,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Probin2_high,5.383550205027603e-15,0.9999773617081364,-3.7188355865129426e-10,3.7189432575170434e-10,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Probin2_very_high,-1.611381695791761e-14,,,,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
promo_discount_16,1.6253558018662808e-15,0.9999929441888438,-3.602364798611705e-10,3.602397305727742e-10,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
promo_discount_20,0.0,,,,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
promo_discount_35,0.0,,0.0,0.0,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
promo_discount_40,0.0,,0.0,0.0,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
promo_discount_50,0.0,,0.0,0.0,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Primavera,-114.88402701786308,0.5097974003675809,-456.48679497133026,226.71874093560407,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Verao,43.152221027884416,0.8342809350838428,-361.10691194427983,447.4113540000487,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Outono,95.62324947789203,0.5455068658156286,-214.4116074616092,405.6581064173933,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
Feriados,-22.306960108814078,0.8560509448780861,-263.32138839775905,218.70746818013092,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
ma.L1,0.32454398750761304,2.0640410253717516e-10,0.22447403538977412,0.42461393962545196,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
sigma2,242236.9947568697,3.8172744535059543e-19,189142.7554407944,295331.234072945,2086.736468642744,2144.693264641762,S0102," ARIMA(0,0,1)(0,0,0)[52]          ",ST04,27.0,ERZURUM
stock_inicial,0.5329059449843185,0.00013260071397078023,0.25959565568012316,0.806216234288514,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Probin1_very_low,-0.8601009847042203,0.887842586652633,-12.81295950282586,11.092757533417421,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Probin1_low,5.871673841667159,0.4942328183094975,-10.963322384342792,22.706670067677113,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Probin1_moderate,6.161907570494748,0.40455203290082375,-8.3274028473858,20.651217988375294,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Probin1_high,30.561337830522323,8.21502839970149e-05,15.350944224445358,45.77173143659929,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Probin1_very_high,8.644815037129653,0.07087773044121555,-0.7356317129775043,18.02526178723681,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Probin2_very_low,-8.63260263063012e-14,1.0,-10264.35490955897,10264.35490955897,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Probin2_high,2.3577092962007208e-15,1.0,-10264.3549097558,10264.3549097558,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Probin2_very_high,-1.207055424939238e-13,1.0,-10264.354915753634,10264.354915753634,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
promo_discount_16,-4.519407833434338e-15,1.0,-10264.354915029733,10264.354915029733,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
promo_discount_20,0.0,1.0,-10264.354914640278,10264.354914640278,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
promo_discount_35,0.0,1.0,-10264.3549132813,10264.3549132813,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
promo_discount_40,0.0,1.0,-10264.354913282892,10264.354913282892,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
promo_discount_50,0.0,1.0,-10264.354913281017,10264.354913281017,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Primavera,-580.2494612608787,0.4493424376497913,-2083.5546837185902,923.0557611968327,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Verao,-49.266478679442976,0.958224062807246,-1892.6465958604626,1794.1136385015766,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Outono,-34.81312393797786,0.9698793546997548,-1841.8361420979188,1772.209894221963,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
Feriados,-139.6956135895069,0.7778757369597674,-1110.3076033327086,830.9163761536947,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
ar.L1,0.19209476641157985,0.039359071108158575,0.009364985522636565,0.37482454730052317,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
ar.L2,0.7762741147498623,1.993086383746038e-15,0.5846961168301197,0.9678521126696049,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
ma.L1,0.046111557903655676,0.646769335744451,-0.15110836627200144,0.2433314820793128,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
ma.L2,-0.8882864634696905,9.676174523022127e-17,-1.097827174246367,-0.678745752693014,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
ar.S.L52,0.43281885837547546,1.0084503389348045e-05,0.24069169015885208,0.6249460265920989,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
sigma2,1371369.4785776646,2.0093387251060828e-11,970519.7679308105,1772219.1892245188,2326.534282945503,2396.082438144325,S0104," ARIMA(2,0,2)(1,0,0)[52]          ",ST04,47.0,ANKARA
stock_inicial,0.48715112236352115,2.0091689103194557e-10,0.33704061607117475,0.6372616286558676,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Probin1_very_low,2.4531172652285393,0.19576225282866055,-1.263314843451043,6.169549373908122,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Probin1_low,1.5830864279991532,0.608984326540799,-4.48269658337179,7.648869439370096,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Probin1_moderate,0.6924078696696326,0.8060040337585638,-4.833574104383727,6.218389843722992,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Probin1_high,0.5966405356442778,0.866924611079712,-6.382060313773653,7.5753413850622096,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Probin1_very_high,2.527067448514229,0.3039644938224588,-2.2911343090826355,7.345269206111094,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Probin2_very_low,-8.291467323578458e-13,0.9999999999999991,-1416.4665481868863,1416.4665481868844,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Probin2_high,-2.8492215345181723e-15,1.0,-1416.4665482078412,1416.4665482078412,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Probin2_very_high,-5.902797406940936e-14,0.9999999999999999,-1416.4665481772147,1416.4665481772147,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
promo_discount_16,1.3198275103555188e-14,1.0,-1416.4665481894558,1416.4665481894558,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
promo_discount_20,0.0,1.0,-1416.4665481894692,1416.4665481894692,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
promo_discount_35,0.0,1.0,-1416.4665481895604,1416.4665481895604,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
promo_discount_40,0.0,1.0,-1416.466548189563,1416.466548189563,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
promo_discount_50,0.0,1.0,-1416.4665481895186,1416.4665481895186,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Primavera,-88.0561155399332,0.4810269186378172,-332.9810574615131,156.86882638164673,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Verao,-136.77165489388565,0.16880817100896928,-331.58200846288355,58.038698675112244,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Outono,-110.82311862064017,0.39592311530191926,-366.6871370598427,145.04089981856237,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
Feriados,2.444385364817806,0.9776035287772141,-168.21146755020035,173.10023827983596,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
ma.L1,0.27542221368340625,0.0029770827396948273,0.09367121483403187,0.45717321253278065,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
ar.S.L52,0.14266803015434232,0.14009177531137323,-0.04684996338738637,0.332186023696071,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
ar.S.L104,0.46775219939415386,0.03744693832014383,0.02717546486875294,0.9083289339195548,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
sigma2,41305.893471509014,0.0007972307050187715,17166.361405592237,65445.42553742579,1863.7073488379451,1927.4598244368651,S0107," ARIMA(0,0,1)(2,0,0)[52]          ",ST04,19.0,ISTANBUL
stock_inicial,0.46604667544748657,0.004600742788818845,0.14370368557884428,0.7883896653161289,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Probin1_very_low,4.483531693054722,0.37381374022696423,-5.39732211342627,14.364385499535715,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Probin1_low,8.620727926008348,0.1051113465273079,-1.8054721088417889,19.046927960858483,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Probin1_moderate,-2.527738789424595,0.5648249812035443,-11.133551143561187,6.078073564711998,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Probin1_high,20.767731538986716,0.00011381511156752085,10.220135826584393,31.31532725138904,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Probin1_very_high,7.1672384256285975,0.1574392838955413,-2.769216616156174,17.10369346741337,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Probin2_very_low,1.1669259840010537e-12,0.9999999999999994,-3138.065275435453,3138.0652754354555,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Probin2_high,-3.052573229905056e-14,1.0,-3138.0652750734944,3138.0652750734944,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Probin2_very_high,-8.92169918937184e-14,1.0,-3138.065271472801,3138.065271472801,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
promo_discount_16,-3.698788001805617e-15,1.0,-3138.0652689353324,3138.0652689353324,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
promo_discount_20,0.0,1.0,-3138.06526678208,3138.06526678208,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
promo_discount_35,0.0,1.0,-3138.0652667769905,3138.0652667769905,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
promo_discount_40,0.0,1.0,-3138.0652667847235,3138.0652667847235,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
promo_discount_50,0.0,1.0,-3138.065266773982,3138.065266773982,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Primavera,-657.6147858854245,0.10654179541812452,-1456.2233346125427,140.99376284169364,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Verao,-371.229350134815,0.43227453944579153,-1297.742997466313,555.2842971966832,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Outono,10.591739008147632,0.9838443876563033,-1014.5934440445144,1035.7769220608097,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
Feriados,-219.0191112216088,0.5384152414845307,-916.778772601767,478.74055015854935,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
ar.L1,0.9831536432388388,1.0513063441404018e-109,0.8965616198331772,1.0697456666445004,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
ma.L1,-0.9295818977153165,9.462768812385902e-27,-1.0997500052192497,-0.7594137902113834,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
ar.S.L52,0.24068006792343682,0.0026196068664094685,0.08391792521128952,0.39744221063558416,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
ar.S.L104,0.27404374186002856,0.24621343149875008,-0.18914859346926283,0.7372360771893199,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
sigma2,560876.7508496623,1.5096293879316892e-07,351541.68206435675,770211.819634968,2213.8310103418353,2280.4813257407063,S0108," ARIMA(1,0,1)(2,0,0)[52]          ",ST04,35.0,ADAPAZARI
intercept,4.261889205171885,0.6532289473555954,-14.330370351878676,22.854148762222444,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
stock_inicial,0.03590296789861111,0.8680506772417809,-0.3876592310676654,0.4594651668648876,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Probin1_very_low,0.5043201508053761,0.4967994906104761,-0.9502783605089253,1.9589186621196775,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Probin1_low,0.3596622574130942,0.8566485404168085,-3.5426685399738846,4.261993054800073,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Probin1_moderate,-0.005714685147196332,0.9978769871800882,-4.215183835971774,4.203754465677382,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Probin1_high,-1.809994052976122,0.3888190110991838,-5.926591187663499,2.3066030817112555,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Probin1_very_high,0.7336291232860951,0.7940555256722293,-4.774503111139865,6.241761357712054,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Probin2_very_low,-2.017936126323125e-14,0.9977111067771904,-1.3807168675819566e-11,1.3766809953293105e-11,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Probin2_high,-4.562151826031119e-14,0.9993329869677061,-1.0700614427564649e-10,1.0691490123912587e-10,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Probin2_very_high,2.8902008264252904e-15,,,,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
promo_discount_16,-2.0396459255027417e-15,,,,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
promo_discount_20,0.0,,,,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
promo_discount_35,0.0,,,,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
promo_discount_40,0.0,,0.0,0.0,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
promo_discount_50,0.0,,0.0,0.0,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Primavera,-25.9085302490905,0.28526594400831695,-73.43002785868022,21.612967360499223,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Verao,-78.9340751282344,0.017118115584710915,-143.8239672901508,-14.04418296631799,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Outono,6.757761997723912,0.8285314779360734,-54.39581143461794,67.91133543006576,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
Feriados,-15.306314976151866,0.44228541935122034,-54.3513203520839,23.738690399780168,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
ar.L1,0.9875960436103389,4.948162709074799e-297,0.9350478164405787,1.0401442707800992,1615.970766123076,1679.723241721996,S0120," ARIMA(1,0,1)(0,0,0)[52] intercept",ST03,16.0,ISTANBUL
